name,site,year,yday,layer,lower,middle,upper
b0,st33,2018,165,pelagic,0.3278698227720904,0.3852751160475183,0.4457165650936508
b0,st33,2018,165,benthic,0.27652884961011187,0.34679298430124583,0.42154297650357125
b0,st33,2018,166,pelagic,0.32865136242291604,0.38489504863980517,0.4454366346729068
b0,st33,2018,166,benthic,0.2771222952861795,0.3475839962609295,0.42100397943141854
b0,st33,2018,167,pelagic,0.32971183692319944,0.3849397487119681,0.44446902339348204
b0,st33,2018,167,benthic,0.27646660818626134,0.34718728873349275,0.42029104889079205
b0,st33,2018,168,pelagic,0.3302830505219615,0.3848803361095452,0.44406443118263783
b0,st33,2018,168,benthic,0.27704099878640925,0.34660627966496016,0.4190043544791636
b0,st33,2018,169,pelagic,0.33193253010411733,0.38494599054102807,0.4438516383446207
b0,st33,2018,169,benthic,0.27695800343556215,0.3466415587687813,0.4176610992724833
b0,st33,2018,170,pelagic,0.33306083557439464,0.3849290586540909,0.4430809865814906
b0,st33,2018,170,benthic,0.27887061100856136,0.34670510665836146,0.41934957540253087
b0,st33,2018,171,pelagic,0.3344966703591902,0.38548200703272,0.44342206159835607
b0,st33,2018,171,benthic,0.2782315960004097,0.34797078628808,0.4190777526217889
b0,st33,2018,172,pelagic,0.3355522401084975,0.38612136788381846,0.443393459956812
b0,st33,2018,172,benthic,0.2797923328045137,0.34772334946795347,0.41880024591283926
b0,st33,2018,173,pelagic,0.3366821506862487,0.3863958915904571,0.44344422097177516
b0,st33,2018,173,benthic,0.2794279376375395,0.3484177416261133,0.4195731530756147
b0,st33,2018,174,pelagic,0.33728074523845963,0.3861741286054055,0.4419249643397707
b0,st33,2018,174,benthic,0.28010310573000136,0.34841258472902936,0.4183384975255119
b0,st33,2018,175,pelagic,0.3374201704644814,0.385818872906253,0.4415415822807976
b0,st33,2018,175,benthic,0.28028398011281874,0.349322900226462,0.4200824814158498
b0,st33,2018,176,pelagic,0.3390807291039246,0.3863189987342954,0.44093661236544596
b0,st33,2018,176,benthic,0.28186575515821266,0.3509934478711487,0.4203976171876501
b0,st33,2018,177,pelagic,0.33849417595258957,0.3864391895284083,0.44169013071772856
b0,st33,2018,177,benthic,0.28283612019525417,0.35158366311334455,0.42056740370595774
b0,st33,2018,178,pelagic,0.3392242576840509,0.38734728285173287,0.44154882914014837
b0,st33,2018,178,benthic,0.2835224576334375,0.352471225836412,0.42208866329684647
b0,st33,2018,179,pelagic,0.3394856746206881,0.38838427007333254,0.4418544641132135
b0,st33,2018,179,benthic,0.28421854262371027,0.35219259525638935,0.42217990019226265
b0,st33,2018,180,pelagic,0.3407761298235864,0.38919355329800315,0.441005855709046
b0,st33,2018,180,benthic,0.285321621792806,0.3542066752904809,0.42346485955918234
b0,st33,2018,181,pelagic,0.34096375614758545,0.3895521988554175,0.4412711045940759
b0,st33,2018,181,benthic,0.2868270285410516,0.35489294033524693,0.4238952290242023
b0,st33,2018,182,pelagic,0.34151786780611093,0.39090862188763265,0.44287163965650034
