mean,se_mean,sd,lower,middle,upper,n_eff,Rhat,var,name,layer
1.8674240224847873,0.007557074649694873,0.45890366064432403,1.4050575454503333,1.839249279791706,2.320271656927829,3687.5304871578433,1.0005456846157628,opt[1],opt,pelagic
0.6849520166108565,0.022686154118267497,0.5508712346979993,0.2356586897591794,0.47556414087983734,1.2418190040128732,589.6284546847834,1.0138042259813904,opt[2],opt,benthic
1.0773011822330645,0.0016425481513231684,0.05579200887486092,1.0199639605148452,1.0669695035376194,1.1346765497333813,1153.7395453976815,1.0080695163626514,gamma_1[1],gamma_1,pelagic
1.0809761507431985,9.310445319003067e-4,0.05994167095683656,1.0203339404357465,1.0701631960363198,1.1384359557753634,4144.926015650586,1.000221310937358,gamma_1[2],gamma_1,benthic
1.072849330578284,9.726898754039414e-4,0.05482644872559739,1.019004186523659,1.0615644892938874,1.1274334514907527,3177.1040756469847,0.9998541738574488,gamma_2[1],gamma_2,pelagic
1.074747572491705,0.0012149805339390718,0.05529775484242243,1.0200605973845547,1.0637968506905486,1.131080918355039,2071.459076413689,1.0018854728041484,gamma_2[2],gamma_2,benthic
0.3867166639245043,7.27582187448737e-5,0.005062853276742914,0.3816068616888676,0.38661155234206346,0.3919009298462035,4842.019863692789,0.9997714441215637,sig_proc,sig_proc,NA
-1.4969711971163862,0.004058222088303868,0.09738127569915159,-1.5944061573012664,-1.4921169836445185,-1.3988053002267393,575.8101265435068,1.0107194494418743,c0,c0,NA
0.960738042762554,0.0034700430684569024,0.13769729866022293,0.8251359413534965,0.9558109074875027,1.0984823446316843,1574.639387705148,1.0048617894413683,c1,c1,NA
27.517711332695157,0.11135842541707776,6.762244841599964,20.70443963234517,27.102538117096508,34.19071667709277,3687.530487157857,1.0005456846157628,omega[1],omega,pelagic
10.093214847244749,0.33429528203501496,8.117447047583108,3.4725845441388445,7.0077478876488755,18.299013222723833,589.6284546847914,1.0138042259813904,omega[2],omega,benthic
603.6931062773776,6.2211521002320955,48.01441075193882,556.4002449044293,605.8279603338381,650.1764132448363,59.56642939917195,1.044341439071616,lp__,lp__,NA
