site_year,yday,hour,year,site,do.pel,do.ben,temp.pel,temp.ben,par.pel,par.ben,wspeed,k,o2_eq,series,unique_series,series_length,unique_day,index
st33_2018,196,16,2018,st33,11.594999999999999,11.505379329916604,13.245000000000001,13.315,16.229125,52.670424999999994,2.4289915602982237,0.057665314701172386,10.134310895608087,4,3,244,31,706
st33_2018,196,17,2018,st33,11.559999999999999,11.469092474947875,13.395,13.4165,25.788075,63.72232499999999,2.073644135332772,0.04152764960115833,10.100531725449924,4,3,244,31,707
st33_2018,196,18,2018,st33,11.600000000000001,11.456534776823865,13.43,13.420916666666667,2.8869249999999997,8.46375,1.61245154965971,0.028340534214739047,10.092678741971017,4,3,244,31,708
st33_2018,196,19,2018,st33,11.635,11.537099749203875,13.41,13.42825,8.462824999999999,23.995424999999997,1.140175425099138,0.021557290340764874,10.09716482964354,4,3,244,31,709
st33_2018,196,20,2018,st33,11.79,10.803317025057192,13.41,13.427111111111111,3.4854000000000003,9.9567,2.04939015319192,0.0406426822570897,10.09716482964354,4,3,244,31,710
st33_2018,196,21,2018,st33,11.945,10.56061640482065,13.365,13.395416666666666,0.5975499999999999,2.1904,1.4142135623730951,0.024777077163781577,10.107271515641779,4,3,244,31,711
st33_2018,196,22,2018,st33,11.925,11.549086642867703,13.31,13.328916666666666,0.0999,0.1998,2.04939015319192,0.04053334263472372,10.11964860796712,4,3,244,31,712
st33_2018,196,23,2018,st33,11.84,11.601926827181718,13.265,13.2685,0.0999,0.0999,1.816590212458495,0.033081988229013745,10.129795398143736,4,3,244,31,713
st33_2018,196,24,2018,st33,11.745000000000001,11.484504195372795,13.23,13.223666666666666,0.0999,0.0999,1.5491933384829668,0.026950352988393267,10.13769986962629,4,3,244,31,714
st33_2018,197,1,2018,st33,11.675,11.395377156090051,13.195,13.182916666666667,0.0999,0.0999,1.760681686165901,0.031549590049942296,10.145615321960891,4,3,244,32,715
st33_2018,197,2,2018,st33,11.6,11.307554812716294,13.165,13.152166666666666,0.0999,0.0999,1.140175425099138,0.021415385009084215,10.152408751018022,4,3,244,32,716
