name,site,layer,year,yday,hour,lower,middle,upper
b,reyk,pelagic,2018,165,1,0.175063272521704,0.26471546104570365,0.7417387765533745
b,reyk,benthic,2018,165,1,0.16159165608868603,0.28139370846207623,0.9421144645599197
b,reyk,pelagic,2018,165,2,0.17480646823078083,0.2639143790651416,0.7370622322701202
b,reyk,benthic,2018,165,2,0.1620249793796095,0.28222621380451773,0.9470419068181144
b,reyk,pelagic,2018,165,3,0.17476487899896395,0.2637615762427151,0.7360066650682782
b,reyk,benthic,2018,165,3,0.16195868421822698,0.2819225755541052,0.945559940512104
b,reyk,pelagic,2018,165,4,0.17438121086594888,0.26276061920758703,0.7290449559181659
b,reyk,benthic,2018,165,4,0.1613124469376181,0.28020695714601107,0.9364762856582763
b,reyk,pelagic,2018,165,5,0.17344590632386206,0.2607982801123333,0.7182609734822044
b,reyk,benthic,2018,165,5,0.16106617363318307,0.27947991094936775,0.9317670542958689
b,reyk,pelagic,2018,165,6,0.1729220613109172,0.2597377983002665,0.7109636687667406
b,reyk,benthic,2018,165,6,0.16097639690148705,0.2791474703176364,0.9282177473721975
b,reyk,pelagic,2018,165,7,0.1721703761496718,0.2587694582406959,0.7013042224277907
b,reyk,benthic,2018,165,7,0.1605404429413977,0.2777508159679598,0.920492312464825
b,reyk,pelagic,2018,165,8,0.17116760419366137,0.2578594009159626,0.6912670188272387
b,reyk,benthic,2018,165,8,0.15974070867508716,0.27648301169892764,0.9112640617528391
b,reyk,pelagic,2018,165,9,0.1706163439789689,0.2564313874058319,0.6819471332489483
b,reyk,benthic,2018,165,9,0.15912628264509784,0.27586332538595126,0.9046513020349347
b,reyk,pelagic,2018,165,10,0.17076286721624787,0.25694437953870697,0.684796245765984
b,reyk,benthic,2018,165,10,0.159276296918905,0.27596368546258043,0.9056881611501137
b,reyk,pelagic,2018,165,11,0.17146052866376557,0.2580320668208943,0.6930928467317284
b,reyk,benthic,2018,165,11,0.1587775444135694,0.27491017003380525,0.8987892884854953
b,reyk,pelagic,2018,165,12,0.17147828258139575,0.25804838267182095,0.6933768908624387
b,reyk,benthic,2018,165,12,0.1597972339516313,0.27676123757946985,0.9133197055765159
b,reyk,pelagic,2018,165,13,0.17093247682231508,0.2574389855509098,0.6874261306507445
b,reyk,benthic,2018,165,13,0.1593918763501841,0.27614973878144705,0.9075733232638833
b,reyk,pelagic,2018,165,14,0.17047755471210088,0.2561603777333251,0.6803891660017671
b,reyk,benthic,2018,165,14,0.1584144353975168,0.27383695091544635,0.8938566780352352
b,reyk,pelagic,2018,165,15,0.1696632581908278,0.2542311456480484,0.6701021141615217
b,reyk,benthic,2018,165,15,0.15745884255808434,0.2720500373575566,0.8824067672818653
b,reyk,pelagic,2018,165,16,0.1698620648787485,0.25506017658676733,0.6744709978811063
b,reyk,benthic,2018,165,16,0.1580024733921291,0.2725960357790109,0.8879976132479945
b,reyk,pelagic,2018,165,17,0.1696587492094084,0.2542154857690401,0.6700160330068745
b,reyk,benthic,2018,165,17,0.15746979725129723,0.27207241355059675,0.8825509230535644
b,reyk,pelagic,2018,165,18,0.16886558881978286,0.25287994124127444,0.6607945689656077
b,reyk,benthic,2018,165,18,0.15684377569007096,0.2708408076016956,0.8755505791085819
b,reyk,pelagic,2018,165,19,0.16872811204295907,0.2524363721220103,0.658305003508933
b,reyk,benthic,2018,165,19,0.15558166961562,0.2688947211963667,0.8633150871761163
b,reyk,pelagic,2018,165,20,0.16916569172663126,0.2532926364782501,0.663459666906259
b,reyk,benthic,2018,165,20,0.1558893498711402,0.2695337453579336,0.8656517660504971
b,reyk,pelagic,2018,165,21,0.16862505313232076,0.25223616660137926,0.6566811700476257
b,reyk,benthic,2018,165,21,0.15426041250351424,0.2658509050991948,0.8490030516756076
b,reyk,pelagic,2018,165,22,0.16803842763333915,0.25081287324822554,0.647736058249385
b,reyk,benthic,2018,165,22,0.15343210108535155,0.26426626173907886,0.8378476693399732
b,reyk,pelagic,2018,165,23,0.16685727257525146,0.2491001622201816,0.636332134736072
b,reyk,benthic,2018,165,23,0.1533778964533069,0.2642343341648198,0.837285780058566
b,reyk,pelagic,2018,165,24,0.16561344567246022,0.24725991722019774,0.6240816879810756
b,reyk,benthic,2018,165,24,0.15117959581882232,0.2610391567218643,0.817740083772715
b,reyk,pelagic,2018,166,1,0.16513342367710415,0.24746933708204902,0.6098707293803922
b,reyk,benthic,2018,166,1,0.15034952566485316,0.2591736427593839,0.8082631859239384
b,reyk,pelagic,2018,166,2,0.16465463601625835,0.24652698219978347,0.6035235070512324
b,reyk,benthic,2018,166,2,0.1508015538849069,0.2600498900077852,0.8130400402368996
b,reyk,pelagic,2018,166,3,0.1645660802762386,0.24614390627142568,0.6015357698787401
b,reyk,benthic,2018,166,3,0.15061129870766662,0.25957471548303956,0.8112884523341615
b,reyk,pelagic,2018,166,4,0.16404378593994237,0.24541084641514838,0.596744707338652
b,reyk,benthic,2018,166,4,0.15108814684134103,0.2607071242227333,0.815801004652025
b,reyk,pelagic,2018,166,5,0.16333294511976637,0.24427872936987702,0.5904341106614743
b,reyk,benthic,2018,166,5,0.15125809245091912,0.2609132392035213,0.8172011261304946
b,reyk,pelagic,2018,166,6,0.16305459176556653,0.24360220435215488,0.5869246617304589
b,reyk,benthic,2018,166,6,0.14984390777362483,0.25797372571516897,0.8023019292731849
b,reyk,pelagic,2018,166,7,0.16198904518291402,0.24176347047753238,0.5746968695014281
b,reyk,benthic,2018,166,7,0.14812235707001561,0.2553270773522355,0.7844762568202126
b,reyk,pelagic,2018,166,8,0.1602258973962512,0.23953428124426765,0.5604797772220443
b,reyk,benthic,2018,166,8,0.14642462724903144,0.2518778939447106,0.7661689833760722
b,reyk,pelagic,2018,166,9,0.15948688360586383,0.23904568856215302,0.5569833235926457
b,reyk,benthic,2018,166,9,0.14575170812791288,0.2511693918263542,0.7627188366193596
b,reyk,pelagic,2018,166,10,0.15947678245231758,0.23900347312568374,0.5567947437655526
b,reyk,benthic,2018,166,10,0.14590983698208684,0.2512961043223739,0.7636880328350505
b,reyk,pelagic,2018,166,11,0.15829030119184945,0.2373151710426858,0.5461299672808669
b,reyk,benthic,2018,166,11,0.14703348596780955,0.25294487950620104,0.7738575544812765
b,reyk,pelagic,2018,166,12,0.1582194252181016,0.23705370967097258,0.5448484139629207
b,reyk,benthic,2018,166,12,0.1471048418613819,0.25308235345821195,0.7745002459946213
