name,site,year,yday,layer,lower,middle,upper
b0,reyk,2018,165,pelagic,0.1562442814539131,0.2338753244439268,0.535632532309424
b0,reyk,2018,165,benthic,0.14637737441219978,0.2519036511812999,0.7714628528245713
b0,reyk,2018,166,pelagic,0.15706034957240217,0.23541037478327978,0.5343017122297447
b0,reyk,2018,166,benthic,0.14681628281573575,0.2525381488532621,0.7708005983834741
b0,reyk,2018,167,pelagic,0.15920916772634325,0.23584654703573635,0.5431640328884969
b0,reyk,2018,167,benthic,0.145950699826831,0.2511530074859142,0.7585205025652968
b0,reyk,2018,168,pelagic,0.15845719956376092,0.23598360455311235,0.5603381041776528
b0,reyk,2018,168,benthic,0.14593566030965646,0.25180831236656814,0.7417708265296892
b0,reyk,2018,169,pelagic,0.15913007695458795,0.2356152787626602,0.5437315917586126
b0,reyk,2018,169,benthic,0.147527678600623,0.2507623291064387,0.7314613307713523
b0,reyk,2018,170,pelagic,0.16059137407620816,0.2354929442078329,0.5357796495763205
b0,reyk,2018,170,benthic,0.146941984233015,0.25083818833915045,0.7048176825815721
b0,reyk,2018,171,pelagic,0.1623089759113013,0.23592859791907606,0.5286989750033578
b0,reyk,2018,171,benthic,0.14601979383752808,0.2503179864253653,0.6714975974699552
b0,reyk,2018,172,pelagic,0.16332936794905048,0.23750811674079764,0.5237156115712134
b0,reyk,2018,172,benthic,0.1468444860099869,0.2501262281478409,0.6332751009516072
b0,reyk,2018,173,pelagic,0.16561610875602473,0.23737503620346612,0.5121060668764209
b0,reyk,2018,173,benthic,0.14534997102084246,0.2509644000902447,0.6019956681194613
b0,reyk,2018,174,pelagic,0.16708394697949078,0.23758793987774612,0.5145798700837694
b0,reyk,2018,174,benthic,0.14523145945478755,0.2494430071527795,0.5607157774126748
b0,reyk,2018,175,pelagic,0.1677872257729647,0.23831392014947378,0.5163759142452962
b0,reyk,2018,175,benthic,0.14533843728677737,0.2500923511824653,0.5226373106149012
b0,reyk,2018,176,pelagic,0.16908879601244958,0.23958428942118876,0.5199949398759744
b0,reyk,2018,176,benthic,0.14624612715794533,0.25050419512885214,0.4932342949394195
b0,reyk,2018,177,pelagic,0.17227223886966378,0.24164513479803101,0.5277466680585975
b0,reyk,2018,177,benthic,0.14679859853615215,0.2504528271295388,0.4493364966296495
b0,reyk,2018,178,pelagic,0.17418891575619613,0.2429811518308297,0.547578374727671
b0,reyk,2018,178,benthic,0.14810595720612924,0.25113486449119454,0.4134027558454495
b0,reyk,2018,179,pelagic,0.1747846516396159,0.24469772864986405,0.5686056836747043
b0,reyk,2018,179,benthic,0.146856386113078,0.2501648534176209,0.4013863645310189
b0,reyk,2018,180,pelagic,0.17714562216521976,0.24595874386818295,0.5942291699816582
b0,reyk,2018,180,benthic,0.14604458158223227,0.24991342235047254,0.38696187573054913
b0,reyk,2018,181,pelagic,0.17993433333296496,0.24888321599700167,0.58537618449911
b0,reyk,2018,181,benthic,0.14653658713831413,0.24888316697091034,0.37404017759548897
b0,reyk,2018,182,pelagic,0.18185329712206458,0.25091594276047813,0.5821155834946978
b0,reyk,2018,182,benthic,0.1468229665770492,0.2481064299868873,0.3735344623471558
b0,reyk,2018,183,pelagic,0.1847870257048184,0.2528531831193104,0.5569570482384701
b0,reyk,2018,183,benthic,0.14488314117839154,0.2495830491454466,0.3762880476528345
b0,reyk,2018,184,pelagic,0.18828859460971034,0.2551157823448616,0.5288508843008255
b0,reyk,2018,184,benthic,0.14493942225697218,0.24948421313094526,0.39332217967854044
b0,reyk,2018,185,pelagic,0.19084779599640816,0.25714110123792155,0.5095840243347171
b0,reyk,2018,185,benthic,0.1451538681626426,0.24999700032104194,0.3795768740919154
b0,reyk,2018,186,pelagic,0.19396737225446253,0.26081486643630813,0.47542545388130497
b0,reyk,2018,186,benthic,0.14491247497121215,0.2499343508590663,0.3806085848418707
b0,reyk,2018,187,pelagic,0.19741867486754186,0.26495511720277715,0.4564465649304001
b0,reyk,2018,187,benthic,0.14595144398554924,0.24974367178395687,0.3907772646114241
b0,reyk,2018,188,pelagic,0.20154150930410542,0.267979095509868,0.4271509822753175
b0,reyk,2018,188,benthic,0.14417297513126126,0.24954084129722082,0.39624635576441103
b0,reyk,2018,189,pelagic,0.2042504599522043,0.27007222839384565,0.3866199389851396
b0,reyk,2018,189,benthic,0.14422217568182388,0.2495377249610374,0.4087487985097503
b0,reyk,2018,190,pelagic,0.20771289958285202,0.2746306124222027,0.3338514022169419
b0,reyk,2018,190,benthic,0.1439505947278813,0.250050872553862,0.4166929022768314
b0,reyk,2018,191,pelagic,0.21076628068063893,0.27837300747619037,0.297726348419507
b0,reyk,2018,191,benthic,0.14376867959576217,0.2507133311227503,0.42239577197668554
b0,reyk,2018,192,pelagic,0.217091975786195,0.23496820278006308,0.3007131706368015
b0,reyk,2018,192,benthic,0.1426243387236655,0.25063203164352454,0.41864514087572396
