mean,se_mean,sd,lower,middle,upper,n_eff,Rhat,var,name,layer
1.4927578290681027,0.0037199693676829722,0.227967072872576,1.2749942203438027,1.473283161459281,1.7129862536187983,3755.4805614273196,0.9996946321270485,opt[1],opt,pelagic
1.9244856598207896,0.010045950858940113,0.4299333179347255,1.5110684876565879,1.8682683558067628,2.3451291624269497,1831.555595188118,1.001117211021383,opt[2],opt,benthic
1.0575167623426256,0.001065144522347306,0.04414183842414107,1.0141474285734124,1.048035992400372,1.102135129572992,1717.4486340127944,1.0031210137122966,gamma_1[1],gamma_1,pelagic
1.0752008134213844,9.005878051322309e-4,0.05221321924792792,1.0227246480157064,1.0655332134013484,1.127082130409244,3361.3119374256744,1.0017467382670289,gamma_1[2],gamma_1,benthic
1.0841917140465642,9.481169049155397e-4,0.06182809426347289,1.0226408555241264,1.0724985930614133,1.1477005831830964,4252.535429176743,1.0006540811042783,gamma_2[1],gamma_2,pelagic
1.0556512318678848,8.073295485069345e-4,0.042775566795435795,1.0145057777014213,1.0458775495944344,1.0981129277789128,2807.3066182856287,1.0018195746140783,gamma_2[2],gamma_2,benthic
0.4035914264832145,7.15751698062625e-5,0.005651069954173858,0.3979590018983582,0.40358823107230085,0.40924052124499305,6233.566441159326,0.9996138318510018,sig_proc,sig_proc,NA
-1.1227777623722128,0.002768717688831125,0.07835105599266798,-1.2005332725392268,-1.1185171621868335,-1.0461250211438549,800.8152919111932,1.009147230480642,c0,c0,NA
0.559887397390594,0.0015805806713696002,0.08886397716280305,0.4753596225117652,0.556486723560264,0.6451440224852387,3160.9538812120277,1.000463301515744,c1,c1,NA
44.97531540052549,0.11207899388227062,6.8684221939598515,38.41431347883656,44.38856294746755,51.61057978263344,3755.4805614273,0.9996946321270483,omega[1],omega,pelagic
57.98284748455312,0.3026745528181704,12.95346518958134,45.52699741429363,56.28907577573113,70.65641973619174,1831.5555951881233,1.001117211021383,omega[2],omega,benthic
541.8769555646209,2.3888420698555026,28.59914831202686,514.0899046859665,540.9192003273567,570.4031673485366,143.3280929138356,1.0484600508193422,lp__,lp__,NA
