mean,se_mean,sd,lower,middle,upper,n_eff,Rhat,var,name,layer
1.5908300849173016,0.005974749793728151,0.4026036463008242,1.209880463829897,1.5356159955743998,1.9801323514700961,4540.62840777284,1.000599939275041,opt[1],opt,pelagic
1.0019472219257637,0.050897863602600006,0.5880735660253078,0.4257722594977018,0.8834709603236413,1.6057044921307604,133.494757079737,1.0203345580522845,opt[2],opt,benthic
1.0871796324484202,0.0011478514479712253,0.03950967363239954,1.046031747625108,1.0874014879022753,1.1263143825322768,1184.773990916745,1.0043959916630172,gamma_1[1],gamma_1,pelagic
1.0330661602707454,4.444778045173116e-4,0.026124370661661678,1.0077064703979517,1.027074060058251,1.0596073236623,3454.550266061961,1.0011947883804646,gamma_1[2],gamma_1,benthic
1.0348074704557946,4.2363352327301577e-4,0.027342743115077242,1.0086328612513402,1.0288134501238568,1.0624485494268971,4165.849011507396,0.999489372295469,gamma_2[1],gamma_2,pelagic
1.067237727664452,7.718158787305033e-4,0.03614465606912035,1.0292736692811804,1.0651334253128613,1.10371194037394,2193.1118166599244,1.0002677340421318,gamma_2[2],gamma_2,benthic
0.5192793230770768,9.354317153564358e-5,0.007316133165085337,0.5120187369317101,0.5193246282020962,0.5264511010150943,6117.007636915224,0.9996016408279698,sig_proc,sig_proc,NA
-1.2375893134699367,0.0023172787545338662,0.0880320026804337,-1.323235167401044,-1.2326977406929922,-1.1522492556935817,1443.1936324283422,1.0038586038137847,c0,c0,NA
0.327323342321332,0.001744927066493339,0.09816763355334107,0.2317664436012749,0.3241461273418051,0.4219684551148094,3165.061005650188,1.0002792884180383,c1,c1,NA
47.76328537432799,0.1793866498651741,12.087823227212175,36.32560536201813,46.1055305135342,59.45174627944122,4540.628407772833,1.000599939275041,omega[1],omega,pelagic
30.082591185936224,1.5281639486475893,17.6563957530547,12.783440624910192,26.525444796364464,48.209876473683096,133.49475707973724,1.0203345580522847,omega[2],omega,benthic
-150.2892109787303,4.815254895181468,41.47839352156675,-190.18360703802492,-149.21227698877263,-111.00779770311163,74.20023698851209,1.0623668579188217,lp__,lp__,NA
