name,site,year,yday,layer,lower,middle,upper
b0,reyk,2018,165,pelagic,0.12794021556489607,0.2049708900525387,0.4556588926738344
b0,reyk,2018,165,benthic,0.1375112495423405,0.2389939141822408,0.5501959483981766
b0,reyk,2018,166,pelagic,0.12878235224806886,0.20547624258132952,0.4617797336465871
b0,reyk,2018,166,benthic,0.13844654256647598,0.23987785856634347,0.5598866468405181
b0,reyk,2018,167,pelagic,0.12959111239045054,0.20545917092961075,0.45239230156189436
b0,reyk,2018,167,benthic,0.13851890536252126,0.23996892484164642,0.5559859493862975
b0,reyk,2018,168,pelagic,0.12953722745267698,0.20469478049241674,0.46003591083834894
b0,reyk,2018,168,benthic,0.1378829760220565,0.24024329758814383,0.5404593470965973
b0,reyk,2018,169,pelagic,0.13020707069388607,0.20494720271042663,0.4590447761546055
b0,reyk,2018,169,benthic,0.1378659688086387,0.23962369376475717,0.5478254810710511
b0,reyk,2018,170,pelagic,0.131523616490273,0.20592865924242715,0.4518446590448061
b0,reyk,2018,170,benthic,0.13759388511052395,0.23931949695152707,0.5473141484613103
b0,reyk,2018,171,pelagic,0.13310431534870937,0.20618635282177547,0.45658689905574595
b0,reyk,2018,171,benthic,0.1375308710971787,0.23788083205873112,0.564378549364391
b0,reyk,2018,172,pelagic,0.13465820308985313,0.20632772103883096,0.45695808497353746
b0,reyk,2018,172,benthic,0.1367733594347499,0.23735175892752097,0.563249003044031
b0,reyk,2018,173,pelagic,0.13478940388889665,0.20719760344371824,0.48414181654111016
b0,reyk,2018,173,benthic,0.1370884297888681,0.23705539552223603,0.5649695292639012
b0,reyk,2018,174,pelagic,0.1376877214084164,0.20695973576181936,0.489397010579016
b0,reyk,2018,174,benthic,0.13767685608821142,0.23713536301295918,0.5660838620918789
b0,reyk,2018,175,pelagic,0.13980433572044995,0.20970721235924006,0.49256445332934184
b0,reyk,2018,175,benthic,0.13701726960187666,0.23677575143122997,0.5611312080141143
b0,reyk,2018,176,pelagic,0.14095694151434465,0.21096844743719617,0.50125093437617
b0,reyk,2018,176,benthic,0.13753726657478027,0.23700358548984424,0.5584720375900812
b0,reyk,2018,177,pelagic,0.1434442616978717,0.21300404087549468,0.4898846968823727
b0,reyk,2018,177,benthic,0.13728166068313624,0.23731399675759343,0.5446951163823796
b0,reyk,2018,178,pelagic,0.14467456350049931,0.21322138437513616,0.5035055222368121
b0,reyk,2018,178,benthic,0.1377468011793389,0.23603520842872083,0.5405674498748253
b0,reyk,2018,179,pelagic,0.14656184123102048,0.21557116820419656,0.5227393940282075
b0,reyk,2018,179,benthic,0.13648550674219945,0.2376082877487643,0.5573225619650968
b0,reyk,2018,180,pelagic,0.15036717332902402,0.21813547553971444,0.5253997489002356
b0,reyk,2018,180,benthic,0.13742846971798844,0.23764267621661703,0.559366814482841
b0,reyk,2018,181,pelagic,0.15314544193981366,0.21930451515234634,0.5169484751727244
b0,reyk,2018,181,benthic,0.1374823551363113,0.23870026041868314,0.5681495156934742
b0,reyk,2018,182,pelagic,0.1559290293153103,0.22211237988843396,0.529545107135498
b0,reyk,2018,182,benthic,0.13939701027190263,0.2389741786692118,0.5746390341839982
b0,reyk,2018,183,pelagic,0.15886017916668993,0.22390206836171792,0.5333030958057909
b0,reyk,2018,183,benthic,0.13933267862670878,0.23832688090004855,0.5674379970805111
b0,reyk,2018,184,pelagic,0.16132509988410487,0.2263815577138369,0.5465255939156668
b0,reyk,2018,184,benthic,0.14012019305887366,0.23964154819576533,0.5831850511466515
b0,reyk,2018,185,pelagic,0.16274146014078072,0.22939498494295063,0.5448227533664349
b0,reyk,2018,185,benthic,0.13941847128329102,0.23971926599545096,0.5860604089771833
b0,reyk,2018,186,pelagic,0.16614489194762808,0.23407369688203816,0.5426655764240764
b0,reyk,2018,186,benthic,0.1389847829774703,0.23945575950391362,0.5865781249771603
b0,reyk,2018,187,pelagic,0.17054795239950607,0.23657505306802468,0.5509075089214671
b0,reyk,2018,187,benthic,0.13817211020505238,0.24121782722675816,0.5872591336359984
b0,reyk,2018,188,pelagic,0.17395827811992354,0.23965659840278553,0.5315457392723133
b0,reyk,2018,188,benthic,0.13932800245047597,0.24210683783231457,0.5972904886580429
b0,reyk,2018,189,pelagic,0.1768761985866106,0.243229708863773,0.5383046460941285
b0,reyk,2018,189,benthic,0.13927843123693412,0.24082098459220502,0.5930817170782429
b0,reyk,2018,190,pelagic,0.18082157774214844,0.24730271594294076,0.5414398350832369
b0,reyk,2018,190,benthic,0.13860108070219823,0.24104462207651772,0.5987529927912191
b0,reyk,2018,191,pelagic,0.1835539999172262,0.25064687589910245,0.5507798221769854
b0,reyk,2018,191,benthic,0.13729437002784117,0.24062862585451433,0.6024646607641866
b0,reyk,2018,192,pelagic,0.18708592179159295,0.25338288341307447,0.54283011968051
b0,reyk,2018,192,benthic,0.13817180136584312,0.24010003559214135,0.6243997667464385
b0,reyk,2018,193,pelagic,0.19216302161802085,0.2571858072167138,0.5482374913158171
b0,reyk,2018,193,benthic,0.1373466012296739,0.24048995509882948,0.6297980995443411
b0,reyk,2018,194,pelagic,0.19509956042449839,0.2614282547900495,0.566081226239417
b0,reyk,2018,194,benthic,0.13810312542242734,0.24160206393030498,0.6290537194315493
b0,reyk,2018,195,pelagic,0.19887405482731946,0.26515055761598083,0.5717689129448567
b0,reyk,2018,195,benthic,0.13881575076724212,0.24224686663814238,0.6254093254354562
b0,reyk,2018,196,pelagic,0.20098761812103932,0.2688742609482393,0.5680060827872055
b0,reyk,2018,196,benthic,0.13815351229810213,0.24082449478894352,0.6316437525398861
b0,reyk,2018,197,pelagic,0.2034821499845768,0.2713627481523806,0.5807417701009363
b0,reyk,2018,197,benthic,0.13748991342120015,0.24146482026644023,0.6480545507182693
b0,reyk,2018,198,pelagic,0.20685415188383816,0.2740858745135595,0.5871274148899608
b0,reyk,2018,198,benthic,0.13596978441909705,0.24299767037348408,0.6521074120264462
b0,reyk,2018,199,pelagic,0.2083095987821439,0.2763673959463102,0.5800068881289343
b0,reyk,2018,199,benthic,0.13571707185088486,0.242249769281492,0.6480895753040723
b0,reyk,2018,200,pelagic,0.21073323439879255,0.27816045579999427,0.5991996970071802
b0,reyk,2018,200,benthic,0.13579416450236864,0.24183592748856053,0.6376177980919293
b0,reyk,2018,201,pelagic,0.21186759571140956,0.27970040088616743,0.5974662401059934
b0,reyk,2018,201,benthic,0.13568086408723007,0.2423792842805329,0.6350326247626106
b0,reyk,2018,202,pelagic,0.21311266339971735,0.2812406496159855,0.5910168155186643
b0,reyk,2018,202,benthic,0.13593318969652157,0.24131112364001797,0.6455433021653525
b0,reyk,2018,203,pelagic,0.2150850036314688,0.2817798666718763,0.5898396073158917
b0,reyk,2018,203,benthic,0.13657621987485366,0.2401642366597986,0.6605512776235762
b0,reyk,2018,204,pelagic,0.2155532244186767,0.28242071565875515,0.5762161944359706
b0,reyk,2018,204,benthic,0.13637268749790718,0.24083801559740825,0.6668100782285498
b0,reyk,2018,205,pelagic,0.21774760271495203,0.2851294929749603,0.560476077764658
b0,reyk,2018,205,benthic,0.136275839462266,0.2397293900707112,0.6723645881666581
b0,reyk,2018,206,pelagic,0.21718598773562905,0.2862491105321989,0.552483175426542
b0,reyk,2018,206,benthic,0.13670108561726613,0.24011923333319057,0.676945875474088
b0,reyk,2018,207,pelagic,0.22037333605778928,0.28902270659695994,0.5559951730007082
b0,reyk,2018,207,benthic,0.1366623554498718,0.2404698345787688,0.6835360234536352
b0,reyk,2018,208,pelagic,0.22188556141952775,0.28988526686518645,0.5630854545324108
b0,reyk,2018,208,benthic,0.13658114816970118,0.24001838688173677,0.6868786495848528
b0,reyk,2018,209,pelagic,0.22233191171779954,0.29063088451045743,0.5526965004718756
b0,reyk,2018,209,benthic,0.13578840402455175,0.24026492891630905,0.6907030014248494
b0,reyk,2018,210,pelagic,0.22187249164267478,0.29171165009758004,0.5394667997435231
b0,reyk,2018,210,benthic,0.13581876467521403,0.23860587963596774,0.7029310980552791
b0,reyk,2018,211,pelagic,0.22152241822448124,0.2916468721199489,0.5362167511177326
b0,reyk,2018,211,benthic,0.1357579554086083,0.23867266522613761,0.7089085808681075
b0,reyk,2018,212,pelagic,0.22174525289714256,0.29246998944556657,0.5387154803651204
b0,reyk,2018,212,benthic,0.13485755357848575,0.23978270987146805,0.7191243575729614
b0,reyk,2018,213,pelagic,0.22212665879870958,0.2937795535253821,0.5515787899141631
b0,reyk,2018,213,benthic,0.13579842920270171,0.2387266063975767,0.7374454533914566
b0,reyk,2018,214,pelagic,0.22251072745517692,0.293474463344667,0.554714599818918
b0,reyk,2018,214,benthic,0.1345248638055203,0.23819545392345282,0.7282064912450237
b0,reyk,2018,215,pelagic,0.22372388029120105,0.2956387971043448,0.5699199372308431
b0,reyk,2018,215,benthic,0.13458022387219676,0.23679265159924778,0.7183270682988069
b0,reyk,2018,216,pelagic,0.22390382217421073,0.2966880314437924,0.57347013685904
b0,reyk,2018,216,benthic,0.13290174731355908,0.23668879461009504,0.7233104907656558
b0,reyk,2018,217,pelagic,0.22506335308792347,0.29878588253152705,0.5752852319982813
b0,reyk,2018,217,benthic,0.13190915191581232,0.2366127510391438,0.720860283764467
