mean,se_mean,sd,lower,middle,upper,n_eff,Rhat,var,name,layer
1.687737378526279,0.003859493165078748,0.22393967911677254,1.465635998684985,1.675205894177496,1.9038658995175437,3366.677765779408,1.0006890718498376,opt[1],opt,pelagic
1.5563988520815617,0.0034098045676880704,0.16634050786900276,1.3946386683487002,1.5413849580265975,1.721347161478794,2379.7814221590884,1.000509276968762,opt[2],opt,benthic
1.072687482010923,0.0013009682227371217,0.05210800921898576,1.0198472863163341,1.0635129199194586,1.126043218373469,1604.263066567967,1.000448490551057,gamma_1[1],gamma_1,pelagic
1.0506423529762727,9.173197352149722e-4,0.0352612171360132,1.0151067132839493,1.0446170921880662,1.0867831314278549,1477.5872130738212,1.0025548183825692,gamma_1[2],gamma_1,benthic
1.1688121958307591,0.0032950921769437486,0.1267088956425748,1.0432511750430948,1.1417477025880416,1.2973894070236125,1478.6966037171503,1.0013601069536986,gamma_2[1],gamma_2,pelagic
1.2491938555308815,0.004916351605657322,0.12037897473193632,1.1347564715061507,1.2333876710654073,1.3655865634069915,599.5361989749158,1.0075918024873196,gamma_2[2],gamma_2,benthic
0.13543554484051543,2.6485049534554624e-5,0.0020070526493160957,0.13342698992440566,0.13542114373238318,0.13747792499855968,5742.69764568666,0.9992369608271894,sig_proc,sig_proc,NA
-1.21548327994965,0.0022564083987650623,0.10163369088755782,-1.3142217936595657,-1.2103567728363505,-1.1163596817587078,2028.8034741407005,1.0037040103304877,c0,c0,NA
0.8270086851011264,0.0018742538658268989,0.1327083285900607,0.6960919975270251,0.8210928737865424,0.9579532988821435,5013.482788041802,1.0000469346881717,c1,c1,NA
125.47067404965011,0.2869245032276885,16.64824328876254,108.95909458793433,124.53905174389932,141.53821604709466,3366.677765779328,1.0006890718498376,omega[1],omega,pelagic
115.7066351349607,0.25349351322595987,12.366174921307483,103.68097311811312,114.59046420033854,127.96931049354805,2379.781422159087,1.000509276968762,omega[2],omega,benthic
3003.997607065634,1.2994887405082671,21.483088448044608,2982.837846299458,3003.826902582988,3026.064825484345,273.3055123818373,1.0054926693022512,lp__,lp__,NA
