mean,se_mean,sd,lower,middle,upper,n_eff,Rhat,var,name,layer
1.481725833852014,0.00477347263684056,0.22643979515849813,1.2612517708262052,1.4614729297334894,1.6940781097942066,2250.2803711456913,1.0041029881789336,opt[1],opt,pelagic
1.9322894982765677,0.010943943996952315,0.42558729882208285,1.5238414366720499,1.8810770541080202,2.3337523423872404,1512.2708917747061,1.001530090588637,opt[2],opt,benthic
1.03486692657719,4.3419400734946885e-4,0.026671178730371305,1.0087350448219152,1.0290743213006617,1.0619415791858928,3773.260325779586,0.9998344134030748,gamma_1[1],gamma_1,pelagic
1.039514064610952,4.554074688753266e-4,0.029459398155873635,1.0097980171768417,1.0336712795307426,1.0692874257882214,4184.537289814819,0.9996204687359741,gamma_1[2],gamma_1,benthic
1.040525824620413,4.3026788481614534e-4,0.030493567929971366,1.0103565063465654,1.0344715862265605,1.0716950579955518,5022.7159903600505,0.9998399122677947,gamma_2[1],gamma_2,pelagic
1.0332037931980687,4.3152363084076126e-4,0.024874537234708276,1.0081843342403187,1.0288127066575103,1.0591254912374015,3322.774380064663,1.0005341823158127,gamma_2[2],gamma_2,benthic
0.4036421102625152,7.912567097782442e-5,0.005684655085102916,0.39801410064925424,0.40358080957142656,0.4093026156530696,5161.470227978467,1.0000500412901556,sig_proc,sig_proc,NA
-1.1137843064185666,0.002976437693038594,0.08005210376399809,-1.193412905440856,-1.1099659512965667,-1.0365539528799956,723.35569966453,1.0021958210304296,c0,c0,NA
0.5554820419645489,0.0016086666922900989,0.08796864127794125,0.47079945906775494,0.550976588784771,0.642329907773585,2990.3610595202604,0.9998637821754837,c1,c1,NA
44.6429323075154,0.14382000430150815,6.822406828602347,38.00026708136056,44.032732358957176,51.04089613027544,2250.280371145645,1.0041029881789338,omega[1],omega,pelagic
58.217969410594186,0.32973019695759614,12.822523936739383,45.911833721549094,56.674989173572,70.31364741265928,1512.2708917746986,1.001530090588637,omega[2],omega,benthic
544.553136084713,2.7716035649402975,27.797512502288342,517.4858741043093,544.2573848716357,572.6037174417233,100.58880434924669,1.0472547142424422,lp__,lp__,NA
