name,site,layer,year,yday,hour,lower,middle,upper
b,st33,pelagic,2018,165,1,0.35518283067076906,0.41612118367893525,0.48239975606548813
b,st33,benthic,2018,165,1,0.3170522317895353,0.39939466283197606,0.4853469470666875
b,st33,pelagic,2018,165,2,0.35408398960274484,0.41515392929214195,0.4809613406223832
b,st33,benthic,2018,165,2,0.31635418025920126,0.3981889873403184,0.4837119479063344
b,st33,pelagic,2018,165,3,0.35330253296755076,0.4140514612794054,0.4790900485635317
b,st33,benthic,2018,165,3,0.3153463165550907,0.3967302033605927,0.4820227805164369
b,st33,pelagic,2018,165,4,0.3524974689179995,0.4131745163516085,0.4776951672256705
b,st33,benthic,2018,165,4,0.31463934274985594,0.395926255520223,0.4805313016974284
b,st33,pelagic,2018,165,5,0.35185438663639684,0.4122342606079761,0.47635381279180844
b,st33,benthic,2018,165,5,0.31372797918379053,0.39472144503097784,0.47928656591719354
b,st33,pelagic,2018,165,6,0.3511949925047103,0.4112393298426241,0.47498087550480306
b,st33,benthic,2018,165,6,0.3132772723457786,0.39377888696612573,0.4777209794996912
b,st33,pelagic,2018,165,7,0.3500264819870721,0.41002801328231775,0.4731849861014899
b,st33,benthic,2018,165,7,0.31231377100486096,0.3921911349742072,0.47547709370168156
b,st33,pelagic,2018,165,8,0.34896898011274397,0.4089044412928701,0.47072856683520914
b,st33,benthic,2018,165,8,0.3108434902398167,0.39042957390946187,0.47308338928658955
b,st33,pelagic,2018,165,9,0.3480927966488915,0.40802415751676135,0.4692536331973524
b,st33,benthic,2018,165,9,0.31044361204008675,0.3897828281553178,0.4715810174719685
b,st33,pelagic,2018,165,10,0.3474172286992183,0.4074091209110738,0.468043022801835
b,st33,benthic,2018,165,10,0.3101625207681318,0.38933580793241185,0.47069107180765346
b,st33,pelagic,2018,165,11,0.34717710226866505,0.4069778127383423,0.4676282758690564
b,st33,benthic,2018,165,11,0.3097307731855837,0.38841402316365153,0.4695185500764621
b,st33,pelagic,2018,165,12,0.34659537045691574,0.40634343739956647,0.46658440814242713
b,st33,benthic,2018,165,12,0.3090653714850306,0.38756297628691516,0.46827892796649334
b,st33,pelagic,2018,165,13,0.34620948986569444,0.40538524325621095,0.46562508212269893
b,st33,benthic,2018,165,13,0.30827081716369104,0.38684919807592644,0.4672580222193513
b,st33,pelagic,2018,165,14,0.34576353139507005,0.4048865676711482,0.46487814360687757
b,st33,benthic,2018,165,14,0.3080148028120062,0.38659191890059297,0.4667803820932599
b,st33,pelagic,2018,165,15,0.34550105080910204,0.4046728201826706,0.4645519700761799
b,st33,benthic,2018,165,15,0.307727993343983,0.38614482089123614,0.4661820850484921
b,st33,pelagic,2018,165,16,0.34518158121115683,0.4042250050617576,0.4640087955159936
b,st33,benthic,2018,165,16,0.3073156842172572,0.3856458151902083,0.4654875089298502
b,st33,pelagic,2018,165,17,0.34472351409950613,0.403747357850767,0.4630449553189936
b,st33,benthic,2018,165,17,0.3066589366788448,0.38494235469903626,0.4648315003463462
b,st33,pelagic,2018,165,18,0.3444706886006692,0.4029309193694323,0.4618764197856291
b,st33,benthic,2018,165,18,0.30599897328916675,0.38399048325974916,0.46341951501787193
b,st33,pelagic,2018,165,19,0.3432599731980941,0.40169339747365906,0.46025032204454397
b,st33,benthic,2018,165,19,0.3052512250928883,0.38304287790041835,0.4622181458046437
b,st33,pelagic,2018,165,20,0.3418012502285108,0.40052121917845396,0.4586310838233449
b,st33,benthic,2018,165,20,0.3040054896389567,0.38116477164318685,0.4598412176536882
b,st33,pelagic,2018,165,21,0.34032497427430985,0.3986687501783011,0.45623704428928874
b,st33,benthic,2018,165,21,0.30263111543949445,0.37963657744532775,0.45723830507573754
b,st33,pelagic,2018,165,22,0.3398240258796381,0.3981406688516118,0.4553800142567746
b,st33,benthic,2018,165,22,0.3017739995861705,0.378917912668339,0.45608307945126114
b,st33,pelagic,2018,165,23,0.3390001091018128,0.39711941345309243,0.453600047500689
b,st33,benthic,2018,165,23,0.3009023985724713,0.37825499686565595,0.45471142465027553
b,st33,pelagic,2018,165,24,0.3380609161033774,0.3959207407524684,0.4522039420345608
b,st33,benthic,2018,165,24,0.300221069122789,0.37686627472980905,0.45281025962853194
b,st33,pelagic,2018,166,1,0.33845999283444117,0.3947584188072226,0.4505264801154589
b,st33,benthic,2018,166,1,0.2989910080480454,0.37501747640879196,0.4502352780074109
b,st33,pelagic,2018,166,2,0.33773673402121684,0.39380749588067754,0.449008621830358
b,st33,benthic,2018,166,2,0.29841375840722645,0.3743938876024006,0.449093780282708
b,st33,pelagic,2018,166,3,0.3364660345595191,0.39240895879309834,0.4472628683140872
b,st33,benthic,2018,166,3,0.29703514661511043,0.3728425333658824,0.4467378660525812
b,st33,pelagic,2018,166,4,0.33503972322467107,0.39127696665276224,0.4458207869408035
b,st33,benthic,2018,166,4,0.2955868789497377,0.37138184506984784,0.4444108010644572
b,st33,pelagic,2018,166,5,0.333737971307839,0.38983989018506,0.4440213986355839
b,st33,benthic,2018,166,5,0.2943358804121993,0.36920399930509396,0.4418501993246978
b,st33,pelagic,2018,166,6,0.33219617240932087,0.38793398906703125,0.4421067554294537
b,st33,benthic,2018,166,6,0.293630940655006,0.3676849966924831,0.44011133373928435
b,st33,pelagic,2018,166,7,0.3311617717842278,0.3867476287546395,0.4410862495762871
b,st33,benthic,2018,166,7,0.2927644089747485,0.3663934566719739,0.43833062177200033
b,st33,pelagic,2018,166,8,0.33059915204551316,0.38593256516779917,0.4400580436395962
b,st33,benthic,2018,166,8,0.29170434721043703,0.3653266765039064,0.4372516624806216
b,st33,pelagic,2018,166,9,0.32960654231078357,0.3850067514935831,0.43896787962479067
b,st33,benthic,2018,166,9,0.29050006356029384,0.363899212400945,0.4351925968058053
b,st33,pelagic,2018,166,10,0.32960654231078357,0.3850067514935831,0.43896787962479067
b,st33,benthic,2018,166,10,0.2910161503834492,0.3644258771958854,0.4360854895501711
b,st33,pelagic,2018,166,11,0.3291350862487759,0.38434183072653694,0.43815742897558435
b,st33,benthic,2018,166,11,0.2909013235205661,0.36428758400259686,0.43587104999494913
b,st33,pelagic,2018,166,12,0.32771834829813384,0.38239657512181513,0.43596354243178853
b,st33,benthic,2018,166,12,0.2886284958744749,0.36221674115421426,0.4329632148255646
b,st33,pelagic,2018,166,13,0.3271297008968074,0.38177163324813534,0.43543722089992687
b,st33,benthic,2018,166,13,0.2882808704063512,0.36173072023221287,0.4327747242495054
b,st33,pelagic,2018,166,14,0.327802916172984,0.38251002249016647,0.4360470422371813
b,st33,benthic,2018,166,14,0.28874931295727757,0.3622787287516922,0.4330276167132082
b,st33,pelagic,2018,166,15,0.32870889315282226,0.3835485141908695,0.43742490163302705
b,st33,benthic,2018,166,15,0.2895345574436482,0.362862389855779,0.4339841429292154
b,st33,pelagic,2018,166,16,0.32825001902655704,0.38303155513085896,0.4367697919124926
b,st33,benthic,2018,166,16,0.28970855827786945,0.36303398768003625,0.4341547474722991
b,st33,pelagic,2018,166,17,0.327236991686709,0.3818539282819423,0.43563221407847524
b,st33,benthic,2018,166,17,0.28808075549715917,0.361499837404598,0.43262131866640663
b,st33,pelagic,2018,166,18,0.3258073951542961,0.3803166619535685,0.4341552514344646
b,st33,benthic,2018,166,18,0.2865651997298566,0.35926282065347237,0.4309304980451075
b,st33,pelagic,2018,166,19,0.3228692406547911,0.377085191176022,0.4307562431165244
b,st33,benthic,2018,166,19,0.2842083385640224,0.35546011615652906,0.42695210482315643
b,st33,pelagic,2018,166,20,0.3168545463493431,0.37190409766519916,0.42592056332503714
b,st33,benthic,2018,166,20,0.2794426933112409,0.3493475510270856,0.42132194999122125
b,st33,pelagic,2018,166,21,0.3107444763547738,0.3666329488957296,0.42129997181904083
b,st33,benthic,2018,166,21,0.27428934705687624,0.3435686056538538,0.41527371679565844
b,st33,pelagic,2018,166,22,0.3130720974770955,0.36861744604790175,0.4229385751861123
b,st33,benthic,2018,166,22,0.27532945485630034,0.3449696156262274,0.41668147848415826
b,st33,pelagic,2018,166,23,0.31220661648422127,0.3680417397485987,0.42238674180523844
b,st33,benthic,2018,166,23,0.27558025656385576,0.34511021234688805,0.41677598617683237
b,st33,pelagic,2018,166,24,0.31520927894132367,0.3704514818557444,0.4246949260689522
b,st33,benthic,2018,166,24,0.2766479839487347,0.34624080558580594,0.41796756402323465
b,st33,pelagic,2018,167,1,0.3147051300649159,0.36948847933284784,0.42246574919252866
b,st33,benthic,2018,167,1,0.27595967261791443,0.34562239019899993,0.41707297033689494
b,st33,pelagic,2018,167,2,0.3121436200318959,0.3671200187733845,0.42052204411596666
b,st33,benthic,2018,167,2,0.2749681439396908,0.3435438711305576,0.4152083306283892
b,st33,pelagic,2018,167,3,0.3129261188492263,0.36782767812115025,0.42089339513291
b,st33,benthic,2018,167,3,0.27401759222813626,0.3429235493140053,0.4146231644282455
b,st33,pelagic,2018,167,4,0.3111448001479977,0.36646234442269643,0.41975077309814207
b,st33,benthic,2018,167,4,0.27403627912122874,0.34293781440210613,0.41463312590316764
