site_year,yday,hour,year,site,do.pel,do.ben,temp.pel,temp.ben,par.pel,par.ben,wspeed,k,o2_eq,series,unique_series,series_length,unique_day,index
st33_2019,171,1,2019,st33,11.899999999999999,11.804351405955941,10.175,10.168666666666667,5.985393590028018,0.8954,2.04939015319192,0.03720991394491413,10.87236855794602,1,1,465,1,1
st33_2019,171,2,2019,st33,11.870000000000001,11.783991936447308,10.125,10.1095,0.8701038729548792,0.0999,1.816590212458495,0.030364486333490266,10.885171279744357,1,1,465,1,2
st33_2019,171,3,2019,st33,11.85,11.772431898675455,10.065000000000001,10.042333333333334,0.8965597339568858,0.0999,1.5811388300841898,0.025278684335399697,10.900569591998785,1,1,465,1,3
st33_2019,171,4,2019,st33,11.835,11.736544020219556,10.02,10.0015,2.821223621852856,0.5975499999999999,1.51657508881031,0.024145313592900335,10.912143487497481,1,1,465,1,4
st33_2019,171,5,2019,st33,11.815,11.737751785359897,10,9.966166666666666,6.855497462982897,1.6918249999999997,1.6431676725154984,0.0263982755344358,10.917294379645213,1,1,465,1,5
st33_2019,171,6,2019,st33,11.8,11.69461731606194,9.965,9.949666666666666,11.812786899071831,3.1856999999999998,1.6733200530681511,0.026977994711509003,10.926318734246134,1,1,465,1,6
st33_2019,171,7,2019,st33,11.735,11.66218019514988,9.93,9.916,18.56295084139859,5.277125,1.9748417658131499,0.03458093401494534,10.935356211144807,1,1,465,1,7
st33_2019,171,8,2019,st33,11.684999999999999,11.634574134799186,9.89,9.885666666666665,40.50073869228462,11.1518,1.9235384061671346,0.033028012604503824,10.945700856803393,1,1,465,1,8
st33_2019,171,9,2019,st33,11.735,11.645444021062271,9.85,9.855,75.93860946614822,19.514725,2.16794833886788,0.04110217062161637,10.956062712808647,1,1,465,1,9
st33_2019,171,10,2019,st33,11.725000000000001,11.709455573500438,9.84,9.8535,129.93943108141042,32.359275,2.1213203435596424,0.03936168805795698,10.958655870378966,1,1,465,1,10
st33_2019,171,11,2019,st33,11.754999999999999,11.758628868500109,9.844999999999999,9.875,168.75238382643744,42.713725,1.9748417658131499,0.03449987576037019,10.957359156803888,1,1,465,1,11
st33_2019,171,12,2019,st33,11.8,11.778988338008745,9.864999999999998,9.9025,216.00328646104876,50.97859999999999,1.8708286933869707,0.03154773400253617,10.952174997558446,1,1,465,1,12
st33_2019,171,13,2019,st33,11.835,11.850591557043352,9.885000000000002,9.893166666666666,135.00205403815548,31.860699999999998,1.7888543819998317,0.02948528554132338,10.946995146834613,1,1,465,1,13
st33_2019,171,14,2019,st33,11.895,11.903215609586859,9.875,9.882666666666665,102.93902027377932,25.190524999999997,1.7888543819998317,0.029477145768092485,10.949584533928334,1,1,465,1,14
st33_2019,171,15,2019,st33,11.985,11.961360874200505,9.875,9.9085,293.62919195110277,58.94284999999999,1.4832396974191326,0.023524289426723372,10.949584533928334,1,1,465,1,15
st33_2019,171,16,2019,st33,12.030000000000001,12.004840419252844,9.895,9.934333333333333,202.5029585763953,43.808925,1.378404875209022,0.02206224766251621,10.94440683568374,1,1,465,1,16
st33_2019,171,17,2019,st33,12.11,12.039175456814018,9.940000000000001,9.9905,384.75567028748617,68.5018,1.51657508881031,0.02409206613152534,10.932772734401404,1,1,465,1,17
st33_2019,171,18,2019,st33,12.1,12.069024509568203,9.985,10.0105,155.25230090345983,27.878574999999998,1.9235384061671346,0.0331147330350451,10.921160354999683,1,1,465,1,18
st33_2019,171,19,2019,st33,12.13,12.063675835375257,9.99,10.012,145.1270549899697,29.471424999999996,1.7320508075688772,0.028253697531305813,10.91987142913959,1,1,465,1,19
st33_2019,171,20,2019,st33,12.15,12.124926781778354,10.004999999999999,10.0045,89.43869238912582,18.121675,1.8439088914585775,0.030959775371227533,10.916006255863591,1,1,465,1,20
st33_2019,171,21,2019,st33,12.18,12.104567312269719,9.99,9.969333333333333,43.031927689819184,8.662624999999998,1.6431676725154984,0.02639099205369515,10.91987142913959,1,1,465,1,21
st33_2019,171,22,2019,st33,12.2,12.08869382756807,9.93,9.897666666666668,23.203504830491287,4.2809,1.9235384061671346,0.033064503648642406,10.935356211144807,1,1,465,1,22
st33_2019,171,23,2019,st33,12.175,12.052115797603404,9.85,9.813833333333333,8.226792924920233,1.3939749999999997,1.7320508075688772,0.02814471748561825,10.956062712808647,1,1,465,1,23
st33_2019,171,24,2019,st33,12.114999999999998,12.029858411445659,9.79,9.743333333333332,5.273289998057344,0.8963249999999999,1.0488088481701516,0.018853986484301664,10.971637849390719,1,1,465,1,24
st33_2019,172,1,2019,st33,12.09,11.99690367690202,9.735,9.679166666666667,1.9008275385901976,0.1998,1.2649110640673518,0.0206504969719957,10.985949260296637,1,1,465,2,25
st33_2019,172,2,2019,st33,12.03,11.946350078884816,9.68,9.617833333333333,2.4551333756500484,0.1998,1.3038404810405297,0.021039070050387226,11.00029348899457,1,1,465,2,26
st33_2019,172,3,2019,st33,11.945,11.918744018534124,9.629999999999999,9.567333333333334,3.2471039720510486,0.4976499999999999,0.31622776601683794,0.016762453511977783,11.013362259134109,1,1,465,2,27
st33_2019,172,4,2019,st33,11.93,11.858355761516984,9.575,9.530333333333333,9.239983982104322,1.4929499999999998,0.7071067811865476,0.017236315428876978,11.027769417432998,1,1,465,2,28
st33_2019,172,5,2019,st33,11.92,11.853697238832805,9.535,9.496666666666666,20.275820769054768,3.2856,1.0954451150103321,0.019046420529282185,11.038268140792363,1,1,465,2,29
st33_2019,172,6,2019,st33,11.905000000000001,11.87319401895548,9.49,9.470666666666666,37.17209280853091,6.969875,1.140175425099138,0.01936667468155501,11.050100185443478,1,1,465,2,30
st33_2019,172,7,2019,st33,11.92,11.943589472849746,9.45,9.439833333333334,59.13732004027076,10.0566,1.0488088481701516,0.01867761401021634,11.060636251142773,1,1,465,2,31
st33_2019,172,8,2019,st33,11.955,11.972230760463589,9.43,9.430666666666667,57.447668309516175,10.553325000000001,0.31622776601683794,0.016669998721671995,11.06591089418812,1,1,465,2,32
st33_2019,172,9,2019,st33,12,12.029168259936892,9.41,9.421333333333333,103.06777450375043,17.623099999999997,0.44721359549995793,0.016738268738855595,11.071189950534976,1,1,465,2,33
st33_2019,172,10,2019,st33,12.135,12.13976503921685,9.4,9.403166666666667,189.23927696802468,28.674999999999997,0.7071067811865476,0.017153086504269346,11.073831135223086,1,1,465,2,34
st33_2019,172,11,2019,st33,12.18,12.171857084374532,9.38,9.378166666666667,290.61739974102056,43.012499999999996,0.8366600265340756,0.017553483506803854,11.079116820685124,1,1,465,2,35
st33_2019,172,12,2019,st33,12.11,12.186522803935835,9.425,9.4,425.7883118610382,58.94377499999999,1.61245154965971,0.025401195670977147,11.067230244337058,1,1,465,2,36
st33_2019,172,13,2019,st33,12.32,12.214819015795296,9.635,9.392166666666666,243.30739654796224,32.45825,1.5491933384829668,0.024427174861821565,11.012054155769535,1,1,465,2,37
st33_2019,172,14,2019,st33,12.26,12.349743635759303,9.645,9.387666666666666,398.75412943703463,50.18124999999999,1.7320508075688772,0.02798576803747356,11.009438767134341,1,1,465,2,38
st33_2019,172,15,2019,st33,12.21,12.446882460618301,9.68,9.521166666666666,500.1322522100306,60.53569999999999,1.8708286933869707,0.03138692222310004,11.00029348899457,1,1,465,2,39
st33_2019,172,16,2019,st33,12.25,12.307299317970115,9.69,9.676,324.40994381997285,46.995549999999994,2.0248456731316584,0.035913955446518604,10.997683001925425,1,1,465,2,40
st33_2019,172,17,2019,st33,12.27,12.259333788110787,9.719999999999999,9.732666666666667,398.75388416896516,48.58839999999999,2.2135943621178655,0.04273037073341197,10.989858063818433,1,1,465,2,41
st33_2019,172,18,2019,st33,12.34,12.347328105478617,9.77,9.795333333333334,304.1343683189876,41.41965,2.4899799195977463,0.055576629065363176,10.97683820799623,1,1,465,2,42
st33_2019,172,19,2019,st33,12.52,12.49778113438989,9.85,9.831,195.99763862297345,27.08215,2.1447610589527217,0.04023078463356495,10.956062712808647,1,1,465,2,43
st33_2019,172,20,2019,st33,12.64,11.910807276183299,9.875,9.852,118.274394812472,21.107574999999997,2.4083189157584592,0.05156891012982909,10.949584533928334,1,1,465,2,44
st33_2019,172,21,2019,st33,12.675,13.674144381083758,9.855,9.793666666666667,62.51662350177986,12.843625,1.9748417658131499,0.03450940387013538,10.954766538318871,1,1,465,2,45
st33_2019,172,22,2019,st33,12.705,13.835812372012498,9.8,9.725,24.9219338095082,4.3808,1.7888543819998317,0.029416156702852542,10.969039292781137,1,1,465,2,46
st33_2019,172,23,2019,st33,12.7,13.585977525838734,9.715,9.637833333333333,18.163572154559443,2.5881499999999997,1.5491933384829668,0.02448124110730905,10.991161541117593,1,1,465,2,47
st33_2019,172,24,2019,st33,12.715,13.372375633875254,9.620000000000001,9.5535,9.24022925017382,0.9952999999999999,1.5811388300841898,0.024969947066635103,11.015979284333952,1,1,465,2,48
st33_2019,173,1,2019,st33,12.71,13.252806884981318,9.535,9.4935,2.1801438640682242,0.1998,1.816590212458495,0.0298737510285798,11.038268140792363,1,1,465,3,49
st33_2019,173,2,2019,st33,12.71,13.21795423378857,9.475000000000001,9.456833333333334,1.1963993290525068,0.0999,1.378404875209022,0.021807658259847228,11.054049146107836,1,1,465,3,50
st33_2019,173,3,2019,st33,12.735,13.159291355543349,9.455,9.441333333333334,1.3292777020975624,0.0999,0.9486832980505138,0.01809253021250982,11.059318279387808,1,1,465,3,51
st33_2019,173,4,2019,st33,12.715,13.095969954613949,9.44,9.4245,2.10036744307649,0.298775,1.4142135623730951,0.022255462484471845,11.06327302130789,1,1,465,3,52
st33_2019,173,5,2019,st33,12.65,12.985890788965564,9.42,9.393666666666666,7.89588979159364,1.1951,1.3416407864998738,0.021322810448222276,11.068549870393635,1,1,465,3,53
st33_2019,173,6,2019,st33,12.665,12.911699501773079,9.41,9.3815,21.0555414537007,3.1856999999999998,1.378404875209022,0.021768478786353494,11.071189950534976,1,1,465,3,54
st33_2019,173,7,2019,st33,12.715,12.987098554105906,9.42,9.384666666666668,40.83515414318067,6.172525,1.2649110640673518,0.02047142745299066,11.068549870393635,1,1,465,3,55
st33_2019,173,8,2019,st33,12.895,12.997105750983033,9.44,9.3955,95.28219099130389,13.0425,0.7745966692414834,0.01736536685316598,11.06327302130789,1,1,465,3,56
st33_2019,173,9,2019,st33,13,12.996070523719883,9.485,9.399666666666667,159.93813986813404,21.208399999999997,0.9486832980505138,0.018107550440666764,11.05141623064607,1,1,465,3,57
st33_2019,173,10,2019,st33,13,13.028680182509138,9.54,9.475333333333333,149.72922783942712,19.017075,1.224744871391589,0.02013909243448108,11.03695484134758,1,1,465,3,58
st33_2019,173,11,2019,st33,12.985,13.061289841298393,9.59,9.5395,333.4879154553871,35.844674999999995,1.3416407864998738,0.02142330081476211,11.023836913128022,1,1,465,3,59
st33_2019,173,12,2019,st33,13.01,13.06577582610538,9.66,9.616333333333333,306.26464401714907,31.861624999999997,1.3038404810405297,0.021027444077469225,11.00551772828709,1,1,465,3,60
st33_2019,173,13,2019,st33,13.02,13.185172037122122,9.73,9.702166666666667,340.2938568078584,35.84374999999999,1.5811388300841898,0.02504597151468694,10.987251923482864,1,1,465,3,61
st33_2019,173,14,2019,st33,13.045,13.241764460841042,9.829999999999998,9.8595,1088.9402429908175,65.31609999999999,1.3038404810405297,0.021126435719621642,10.961250106565965,1,1,465,3,62
st33_2019,173,15,2019,st33,13.14,13.247458210788373,9.92,10.013666666666666,707.8112320397786,65.31609999999999,1.70293863659264,0.027564263650968646,10.937940761164635,1,1,465,3,63
st33_2019,173,16,2019,st33,13.285,13.298356884559961,10.13,10.076166666666666,980.0461692945712,68.5018,1.6431676725154984,0.026493110594477884,10.883889814236388,1,1,465,3,64
st33_2019,173,17,2019,st33,13.515,13.287314460419683,10.1,10.130666666666666,721.4228677588975,78.05982499999999,1.4832396974191326,0.023670805844804313,10.891582590523003,1,1,465,3,65
st33_2019,173,18,2019,st33,13.219999999999999,13.258845710683033,10.29,10.2735,285.8468199597352,48.58839999999999,1.8439088914585775,0.031204026913278,10.84302264032394,1,1,465,3,66
st33_2019,173,19,2019,st33,13.225000000000001,13.179823362929177,10.445,10.496333333333334,115.70001504871773,43.012499999999996,2.23606797749979,0.04451886647101755,10.803689461587341,1,1,465,3,67
st33_2019,173,20,2019,st33,13.149999999999999,13.201563135455347,10.565,10.6185,65.50632106715379,27.08215,2.2135943621178655,0.04373764188430464,10.773410221195522,1,1,465,3,68
st33_2019,173,21,2019,st33,13.15,13.172749309964312,10.594999999999999,10.663833333333333,24.246104321723056,15.831375,2.1908902300206643,0.042857677938077064,10.765863769221838,1,1,465,3,69
st33_2019,173,22,2019,st33,13.15,13.086135295614016,10.58,10.596,18.078127351362145,7.766299999999999,2.073644135332772,0.038462099045982266,10.769635830186509,1,1,465,3,70
st33_2019,173,23,2019,st33,13.16,13.118227340771695,10.545,10.56,18.290782145398936,2.7879499999999995,0.7745966692414834,0.017902998598101485,10.778446370372404,1,1,465,3,71
st33_2019,173,24,2019,st33,13.055,13.084754992596482,10.48,10.482666666666667,14.462501881089716,1.493875,1.9748417658131499,0.03510919465832472,10.794842541623776,1,1,465,3,72
