mean,se_mean,sd,lower,middle,upper,n_eff,Rhat,var,name,layer
1.672892141118486,0.003960372518720587,0.22419709773553073,1.4542224470743241,1.6602295572575292,1.8901768788447244,3204.70380547896,1.0007699923041231,opt[1],opt,pelagic
1.5542392227595168,0.003142065499031434,0.16396699403213658,1.3920435603983092,1.5448623487634494,1.7127666747706223,2723.2179545305394,1.000588577496819,opt[2],opt,benthic
1.0523775138924516,8.777077398436312e-4,0.03876710470260732,1.0136456486573229,1.045038894455666,1.0911744570729538,1950.8634772021896,1.0002489832073909,gamma_1[1],gamma_1,pelagic
1.0343098948007041,5.54268141603389e-4,0.02637315092686853,1.0082813295457589,1.029096443355263,1.0607475385395793,2264.0405796406935,0.9995527981701415,gamma_1[2],gamma_1,benthic
1.0799780030930295,0.0010621838587571207,0.059697168338673064,1.0207356033376491,1.0686138540970567,1.138520598841919,3158.697726704476,1.0000218469994526,gamma_2[1],gamma_2,pelagic
1.135751144784796,0.0019896520063797767,0.06330003828588206,1.0717578087361566,1.1325495226358782,1.1978365068388568,1012.1705500918878,1.0029870422121892,gamma_2[2],gamma_2,benthic
0.13556189925463805,2.529406558572437e-5,0.0019005146048432509,0.133636674894491,0.1355354678041401,0.13744327612975604,5645.535492651104,0.9993196442940219,sig_proc,sig_proc,NA
-1.2126690028316949,0.001994417183008626,0.10406938057424935,-1.314205201369406,-1.2080684963353976,-1.111936682828371,2722.7886079174828,0.9998973922136478,c0,c0,NA
0.8240473106978892,0.002031998068024255,0.1356374982963326,0.6929503225831888,0.8170433465990345,0.9549262025993172,4455.669409521376,0.9994881310915555,c1,c1,NA
124.36704147761495,0.29442413004177165,16.66738044127185,108.11058223517684,123.4256729018761,140.52053955740405,3204.7038054789937,1.0007699923041231,omega[1],omega,pelagic
115.54608281788695,0.2335891123154882,12.189721887342085,103.48804621614957,114.84898224066768,127.33141536564108,2723.217954530563,1.0005885774968193,omega[2],omega,benthic
3010.0154122982008,1.6149167787937007,22.02066902055211,2987.9766136228677,3010.686736436396,3032.3584489890945,185.9348188673526,1.013282750695025,lp__,lp__,NA
